date,end_date,product_code,product_color,product_model,product_type,quantity
2024-08-30,2024-09-06,660,bute beyaz,iki göbek,100cm_windowed,17.0
2024-08-30,2024-09-06,740,,,100cm_windowed,1.0
2024-08-30,2024-09-06,760,küp akça,iki göbek,100cm_windowed,4.0
2024-08-30,2024-09-06,860,ardahan gri,iki göbek,100cm_windowed,4.0
2024-08-30,2024-09-06,930,pvc gri,karışık çizgi,100cm_windowed,5.0
2024-08-30,2024-09-06,960,pvc gri,iki göbek,100cm_windowed,3.0
2024-09-13,2024-09-19,110,italyan ceviz,madra,100cm_windowed,1.0
2024-01-01,2024-01-05,160,italyan ceviz,iki göbek,90cm,12.0
2024-01-01,2024-01-05,230,koyu ceviz,karışık çizgi,90cm,4.0
2024-01-01,2024-01-05,330,gold ceviz,karışık çizgi,90cm,1.0
2024-01-01,2024-01-05,520,wenge,baklava,90cm,3.0
2024-01-01,2024-01-05,530,wenge,karışık çizgi,90cm,2.0
2024-01-01,2024-01-05,560,wenge,iki göbek,90cm,1.0
2024-01-01,2024-01-05,620,bute beyaz,baklava,90cm,1.0
2024-01-01,2024-01-05,630,bute beyaz,karışık çizgi,90cm,5.0
2024-01-01,2024-01-05,660,bute beyaz,iki göbek,90cm,24.0
2024-01-01,2024-01-05,730,küp akça,karışık çizgi,90cm,2.0
2024-01-01,2024-01-05,760,küp akça,iki göbek,90cm,3.0
2024-01-01,2024-01-05,810,ardahan gri,madra,90cm,2.0
2024-01-01,2024-01-05,830,ardahan gri,karışık çizgi,90cm,3.0
2024-01-01,2024-01-05,860,ardahan gri,iki göbek,90cm,3.0
2024-01-01,2024-01-05,960,pvc gri,iki göbek,90cm,2.0
2024-01-05,2024-01-12,110,italyan ceviz,madra,90cm,5.0
2024-01-05,2024-01-12,120,italyan ceviz,baklava,90cm,7.0
2024-01-05,2024-01-12,130,italyan ceviz,karışık çizgi,90cm,2.0
2024-01-05,2024-01-12,160,italyan ceviz,iki göbek,90cm,7.0
2024-01-05,2024-01-12,220,koyu ceviz,baklava,90cm,3.0
2024-01-05,2024-01-12,230,koyu ceviz,karışık çizgi,90cm,4.0
2024-01-05,2024-01-12,310,gold ceviz,madra,90cm,1.0
2024-01-05,2024-01-12,330,gold ceviz,karışık çizgi,90cm,1.0
2024-01-05,2024-01-12,420,ABD ceviz,baklava,90cm,1.0
2024-01-05,2024-01-12,430,ABD ceviz,karışık çizgi,90cm,5.0
2024-01-05,2024-01-12,520,wenge,baklava,90cm,2.0
2024-01-05,2024-01-12,530,wenge,karışık çizgi,90cm,6.0
2024-01-05,2024-01-12,560,wenge,iki göbek,90cm,5.0
2024-01-05,2024-01-12,620,bute beyaz,baklava,90cm,3.0
2024-01-05,2024-01-12,630,bute beyaz,karışık çizgi,90cm,16.0
2024-01-05,2024-01-12,660,bute beyaz,iki göbek,90cm,42.0
2024-01-05,2024-01-12,720,küp akça,baklava,90cm,4.0
2024-01-05,2024-01-12,730,küp akça,karışık çizgi,90cm,6.0
2024-01-05,2024-01-12,760,küp akça,iki göbek,90cm,15.0
2024-01-05,2024-01-12,860,ardahan gri,iki göbek,90cm,33.0
2024-01-05,2024-01-12,920,pvc gri,baklava,90cm,8.0
2024-01-19,2024-01-26,110,italyan ceviz,madra,90cm,9.0
2024-01-19,2024-01-26,120,italyan ceviz,baklava,90cm,5.0
2024-01-19,2024-01-26,130,italyan ceviz,karışık çizgi,90cm,11.0
2024-01-19,2024-01-26,140,,,90cm,1.0
2024-01-19,2024-01-26,160,italyan ceviz,iki göbek,90cm,6.0
2024-01-19,2024-01-26,230,koyu ceviz,karışık çizgi,90cm,15.0
2024-01-19,2024-01-26,260,koyu ceviz,iki göbek,90cm,14.0
2024-01-19,2024-01-26,310,gold ceviz,madra,90cm,12.0
2024-01-19,2024-01-26,330,gold ceviz,karışık çizgi,90cm,2.0
2024-01-19,2024-01-26,340,,,90cm,3.0
2024-01-19,2024-01-26,360,gold ceviz,iki göbek,90cm,4.0
2024-01-19,2024-01-26,430,ABD ceviz,karışık çizgi,90cm,1.0
2024-01-19,2024-01-26,460,ABD ceviz,iki göbek,90cm,8.0
2024-01-19,2024-01-26,520,wenge,baklava,90cm,3.0
2024-01-19,2024-01-26,560,wenge,iki göbek,90cm,2.0
2024-01-19,2024-01-26,610,bute beyaz,madra,90cm,10.0
2024-01-19,2024-01-26,620,bute beyaz,baklava,90cm,9.0
2024-01-19,2024-01-26,630,bute beyaz,karışık çizgi,90cm,27.0
2024-01-19,2024-01-26,640,,,90cm,6.0
2024-01-19,2024-01-26,660,bute beyaz,iki göbek,90cm,115.0
2024-01-19,2024-01-26,720,küp akça,baklava,90cm,6.0
2024-01-19,2024-01-26,730,küp akça,karışık çizgi,90cm,20.0
2024-01-19,2024-01-26,760,küp akça,iki göbek,90cm,29.0
2024-01-19,2024-01-26,810,ardahan gri,madra,90cm,9.0
2024-01-19,2024-01-26,820,ardahan gri,baklava,90cm,2.0
2024-01-19,2024-01-26,830,ardahan gri,karışık çizgi,90cm,11.0
2024-01-19,2024-01-26,840,,,90cm,5.0
2024-01-19,2024-01-26,860,ardahan gri,iki göbek,90cm,36.0
2024-01-19,2024-01-26,920,pvc gri,baklava,90cm,1.0
2024-01-19,2024-01-26,930,pvc gri,karışık çizgi,90cm,6.0
2024-01-19,2024-01-26,960,pvc gri,iki göbek,90cm,5.0
2024-01-26,2024-02-02,110,italyan ceviz,madra,90cm,9.0
2024-01-26,2024-02-02,130,italyan ceviz,karışık çizgi,90cm,2.0
2024-01-26,2024-02-02,220,koyu ceviz,baklava,90cm,1.0
2024-01-26,2024-02-02,310,gold ceviz,madra,90cm,5.0
2024-01-26,2024-02-02,460,ABD ceviz,iki göbek,90cm,2.0
2024-01-26,2024-02-02,520,wenge,baklava,90cm,1.0
2024-01-26,2024-02-02,530,wenge,karışık çizgi,90cm,1.0
2024-01-26,2024-02-02,610,bute beyaz,madra,90cm,5.0
2024-01-26,2024-02-02,620,bute beyaz,baklava,90cm,2.0
2024-01-26,2024-02-02,630,bute beyaz,karışık çizgi,90cm,18.0
2024-01-26,2024-02-02,660,bute beyaz,iki göbek,90cm,23.0
2024-01-26,2024-02-02,720,küp akça,baklava,90cm,5.0
2024-01-26,2024-02-02,730,küp akça,karışık çizgi,90cm,14.0
2024-01-26,2024-02-02,760,küp akça,iki göbek,90cm,5.0
2024-01-26,2024-02-02,810,ardahan gri,madra,90cm,7.0
2024-01-26,2024-02-02,830,ardahan gri,karışık çizgi,90cm,2.0
2024-01-26,2024-02-02,860,ardahan gri,iki göbek,90cm,1.0
2024-01-26,2024-02-02,930,pvc gri,karışık çizgi,90cm,9.0
2024-02-02,2024-02-09,110,italyan ceviz,madra,90cm,3.0
2024-02-02,2024-02-09,120,italyan ceviz,baklava,90cm,2.0
2024-02-02,2024-02-09,130,italyan ceviz,karışık çizgi,90cm,7.0
2024-02-02,2024-02-09,220,koyu ceviz,baklava,90cm,2.0
2024-02-02,2024-02-09,260,koyu ceviz,iki göbek,90cm,1.0
2024-02-02,2024-02-09,310,gold ceviz,madra,90cm,1.0
2024-02-02,2024-02-09,430,ABD ceviz,karışık çizgi,90cm,2.0
2024-02-02,2024-02-09,560,wenge,iki göbek,90cm,2.0
2024-02-02,2024-02-09,610,bute beyaz,madra,90cm,2.0
2024-02-02,2024-02-09,630,bute beyaz,karışık çizgi,90cm,2.0
2024-02-02,2024-02-09,660,bute beyaz,iki göbek,90cm,21.0
2024-02-02,2024-02-09,720,küp akça,baklava,90cm,3.0
2024-02-02,2024-02-09,730,küp akça,karışık çizgi,90cm,40.0
2024-02-02,2024-02-09,740,,,90cm,4.0
2024-02-02,2024-02-09,810,ardahan gri,madra,90cm,5.0
2024-02-02,2024-02-09,830,ardahan gri,karışık çizgi,90cm,11.0
2024-02-02,2024-02-09,860,ardahan gri,iki göbek,90cm,4.0
2024-02-02,2024-02-09,920,pvc gri,baklava,90cm,3.0
2024-02-02,2024-02-09,930,pvc gri,karışık çizgi,90cm,5.0
2024-02-02,2024-02-09,960,pvc gri,iki göbek,90cm,2.0
2024-02-09,2024-02-16,130,italyan ceviz,karışık çizgi,90cm,8.0
2024-02-09,2024-02-16,260,koyu ceviz,iki göbek,90cm,8.0
2024-02-09,2024-02-16,310,gold ceviz,madra,90cm,2.0
2024-02-09,2024-02-16,330,gold ceviz,karışık çizgi,90cm,4.0
2024-02-09,2024-02-16,360,gold ceviz,iki göbek,90cm,10.0
2024-02-09,2024-02-16,410,ABD ceviz,madra,90cm,9.0
2024-02-09,2024-02-16,460,ABD ceviz,iki göbek,90cm,2.0
2024-02-09,2024-02-16,610,bute beyaz,madra,90cm,5.0
2024-02-09,2024-02-16,620,bute beyaz,baklava,90cm,1.0
2024-02-09,2024-02-16,630,bute beyaz,karışık çizgi,90cm,17.0
2024-02-09,2024-02-16,660,bute beyaz,iki göbek,90cm,22.0
2024-02-09,2024-02-16,720,küp akça,baklava,90cm,11.0
2024-02-09,2024-02-16,730,küp akça,karışık çizgi,90cm,14.0
2024-02-09,2024-02-16,760,küp akça,iki göbek,90cm,2.0
2024-02-09,2024-02-16,830,ardahan gri,karışık çizgi,90cm,3.0
2024-02-09,2024-02-16,930,pvc gri,karışık çizgi,90cm,5.0
2024-02-09,2024-02-16,960,pvc gri,iki göbek,90cm,4.0
2024-02-16,2024-02-23,160,italyan ceviz,iki göbek,90cm,3.0
2024-02-16,2024-02-23,260,koyu ceviz,iki göbek,90cm,2.0
2024-02-16,2024-02-23,360,gold ceviz,iki göbek,90cm,10.0
2024-02-16,2024-02-23,460,ABD ceviz,iki göbek,90cm,2.0
2024-02-16,2024-02-23,520,wenge,baklava,90cm,2.0
2024-02-16,2024-02-23,530,wenge,karışık çizgi,90cm,4.0
2024-02-16,2024-02-23,610,bute beyaz,madra,90cm,2.0
2024-02-16,2024-02-23,630,bute beyaz,karışık çizgi,90cm,9.0
2024-02-16,2024-02-23,730,küp akça,karışık çizgi,90cm,9.0
2024-02-16,2024-02-23,760,küp akça,iki göbek,90cm,7.0
2024-02-16,2024-02-23,810,ardahan gri,madra,90cm,2.0
2024-02-16,2024-02-23,830,ardahan gri,karışık çizgi,90cm,3.0
2024-02-16,2024-02-23,860,ardahan gri,iki göbek,90cm,11.0
2024-02-16,2024-02-23,920,pvc gri,baklava,90cm,1.0
2024-02-23,2024-03-01,160,italyan ceviz,iki göbek,90cm,3.0
2024-02-23,2024-03-01,310,gold ceviz,madra,90cm,1.0
2024-02-23,2024-03-01,630,bute beyaz,karışık çizgi,90cm,6.0
2024-02-23,2024-03-01,660,bute beyaz,iki göbek,90cm,7.0
2024-02-23,2024-03-01,730,küp akça,karışık çizgi,90cm,2.0
2024-02-23,2024-03-01,760,küp akça,iki göbek,90cm,6.0
2024-02-23,2024-03-01,860,ardahan gri,iki göbek,90cm,4.0
2024-03-01,2024-03-08,130,italyan ceviz,karışık çizgi,90cm,2.0
2024-03-01,2024-03-08,160,italyan ceviz,iki göbek,90cm,2.0
2024-03-01,2024-03-08,230,koyu ceviz,karışık çizgi,90cm,5.0
2024-03-01,2024-03-08,260,koyu ceviz,iki göbek,90cm,1.0
2024-03-01,2024-03-08,360,gold ceviz,iki göbek,90cm,3.0
2024-03-01,2024-03-08,460,ABD ceviz,iki göbek,90cm,1.0
2024-03-01,2024-03-08,610,bute beyaz,madra,90cm,1.0
2024-03-01,2024-03-08,630,bute beyaz,karışık çizgi,90cm,8.0
2024-03-01,2024-03-08,660,bute beyaz,iki göbek,90cm,8.0
2024-03-01,2024-03-08,720,küp akça,baklava,90cm,2.0
2024-03-01,2024-03-08,760,küp akça,iki göbek,90cm,2.0
2024-03-01,2024-03-08,810,ardahan gri,madra,90cm,1.0
2024-03-01,2024-03-08,820,ardahan gri,baklava,90cm,1.0
2024-03-01,2024-03-08,860,ardahan gri,iki göbek,90cm,5.0
2024-03-01,2024-03-08,960,pvc gri,iki göbek,90cm,1.0
2024-03-08,2024-03-15,160,italyan ceviz,iki göbek,90cm,4.0
2024-03-08,2024-03-15,230,koyu ceviz,karışık çizgi,90cm,1.0
2024-03-08,2024-03-15,260,koyu ceviz,iki göbek,90cm,4.0
2024-03-08,2024-03-15,320,gold ceviz,baklava,90cm,2.0
2024-03-08,2024-03-15,560,wenge,iki göbek,90cm,3.0
2024-03-08,2024-03-15,630,bute beyaz,karışık çizgi,90cm,5.0
2024-03-08,2024-03-15,660,bute beyaz,iki göbek,90cm,11.0
2024-03-08,2024-03-15,730,küp akça,karışık çizgi,90cm,3.0
2024-03-08,2024-03-15,860,ardahan gri,iki göbek,90cm,11.0
2024-03-08,2024-03-15,960,pvc gri,iki göbek,90cm,2.0
2024-03-15,2024-03-22,130,italyan ceviz,karışık çizgi,90cm,5.0
2024-03-15,2024-03-22,160,italyan ceviz,iki göbek,90cm,6.0
2024-03-15,2024-03-22,610,bute beyaz,madra,90cm,2.0
2024-03-15,2024-03-22,630,bute beyaz,karışık çizgi,90cm,5.0
2024-03-15,2024-03-22,660,bute beyaz,iki göbek,90cm,11.0
2024-03-15,2024-03-22,730,küp akça,karışık çizgi,90cm,8.0
2024-03-15,2024-03-22,760,küp akça,iki göbek,90cm,8.0
2024-03-15,2024-03-22,860,ardahan gri,iki göbek,90cm,9.0
2024-03-15,2024-03-22,920,pvc gri,baklava,90cm,2.0
2024-03-15,2024-03-22,960,pvc gri,iki göbek,90cm,1.0
2024-03-22,2024-03-29,110,italyan ceviz,madra,90cm,2.0
2024-03-22,2024-03-29,160,italyan ceviz,iki göbek,90cm,1.0
2024-03-22,2024-03-29,260,koyu ceviz,iki göbek,90cm,2.0
2024-03-22,2024-03-29,310,gold ceviz,madra,90cm,1.0
2024-03-22,2024-03-29,330,gold ceviz,karışık çizgi,90cm,2.0
2024-03-22,2024-03-29,360,gold ceviz,iki göbek,90cm,2.0
2024-03-22,2024-03-29,560,wenge,iki göbek,90cm,1.0
2024-03-22,2024-03-29,610,bute beyaz,madra,90cm,2.0
2024-03-22,2024-03-29,660,bute beyaz,iki göbek,90cm,14.0
2024-03-22,2024-03-29,730,küp akça,karışık çizgi,90cm,3.0
2024-03-22,2024-03-29,760,küp akça,iki göbek,90cm,6.0
2024-03-22,2024-03-29,860,ardahan gri,iki göbek,90cm,14.0
2024-03-22,2024-03-29,960,pvc gri,iki göbek,90cm,2.0
2024-03-29,2024-04-05,130,italyan ceviz,karışık çizgi,90cm,4.0
2024-03-29,2024-04-05,160,italyan ceviz,iki göbek,90cm,2.0
2024-03-29,2024-04-05,360,gold ceviz,iki göbek,90cm,2.0
2024-03-29,2024-04-05,560,wenge,iki göbek,90cm,2.0
2024-03-29,2024-04-05,610,bute beyaz,madra,90cm,6.0
2024-03-29,2024-04-05,630,bute beyaz,karışık çizgi,90cm,6.0
2024-03-29,2024-04-05,660,bute beyaz,iki göbek,90cm,7.0
2024-03-29,2024-04-05,720,küp akça,baklava,90cm,1.0
2024-03-29,2024-04-05,730,küp akça,karışık çizgi,90cm,3.0
2024-03-29,2024-04-05,760,küp akça,iki göbek,90cm,16.0
2024-03-29,2024-04-05,830,ardahan gri,karışık çizgi,90cm,1.0
2024-03-29,2024-04-05,860,ardahan gri,iki göbek,90cm,2.0
2024-03-29,2024-04-05,960,pvc gri,iki göbek,90cm,13.0
2024-04-12,2024-04-19,110,italyan ceviz,madra,90cm,2.0
2024-04-12,2024-04-19,130,italyan ceviz,karışık çizgi,90cm,8.0
2024-04-12,2024-04-19,240,,,90cm,5.0
2024-04-12,2024-04-19,260,koyu ceviz,iki göbek,90cm,2.0
2024-04-12,2024-04-19,530,wenge,karışık çizgi,90cm,2.0
2024-04-12,2024-04-19,620,bute beyaz,baklava,90cm,4.0
2024-04-12,2024-04-19,630,bute beyaz,karışık çizgi,90cm,8.0
2024-04-12,2024-04-19,660,bute beyaz,iki göbek,90cm,17.0
2024-04-12,2024-04-19,730,küp akça,karışık çizgi,90cm,7.0
2024-04-12,2024-04-19,740,,,90cm,1.0
2024-04-12,2024-04-19,760,küp akça,iki göbek,90cm,5.0
2024-04-12,2024-04-19,860,ardahan gri,iki göbek,90cm,4.0
2024-04-12,2024-04-19,920,pvc gri,baklava,90cm,1.0
2024-04-12,2024-04-19,930,pvc gri,karışık çizgi,90cm,9.0
2024-04-12,2024-04-19,960,pvc gri,iki göbek,90cm,2.0
2024-04-19,2024-04-26,120,italyan ceviz,baklava,90cm,3.0
2024-04-19,2024-04-26,140,,,90cm,3.0
2024-04-19,2024-04-26,160,italyan ceviz,iki göbek,90cm,1.0
2024-04-19,2024-04-26,320,gold ceviz,baklava,90cm,3.0
2024-04-19,2024-04-26,420,ABD ceviz,baklava,90cm,2.0
2024-04-19,2024-04-26,530,wenge,karışık çizgi,90cm,2.0
2024-04-19,2024-04-26,620,bute beyaz,baklava,90cm,2.0
2024-04-19,2024-04-26,630,bute beyaz,karışık çizgi,90cm,11.0
2024-04-19,2024-04-26,660,bute beyaz,iki göbek,90cm,22.0
2024-04-19,2024-04-26,760,küp akça,iki göbek,90cm,15.0
2024-04-19,2024-04-26,860,ardahan gri,iki göbek,90cm,5.0
2024-04-26,2024-05-03,120,italyan ceviz,baklava,90cm,1.0
2024-04-26,2024-05-03,160,italyan ceviz,iki göbek,90cm,1.0
2024-04-26,2024-05-03,260,koyu ceviz,iki göbek,90cm,5.0
2024-04-26,2024-05-03,310,gold ceviz,madra,90cm,1.0
2024-04-26,2024-05-03,420,ABD ceviz,baklava,90cm,2.0
2024-04-26,2024-05-03,660,bute beyaz,iki göbek,90cm,13.0
2024-04-26,2024-05-03,760,küp akça,iki göbek,90cm,5.0
2024-04-26,2024-05-03,830,ardahan gri,karışık çizgi,90cm,4.0
2024-04-26,2024-05-03,860,ardahan gri,iki göbek,90cm,4.0
2024-04-26,2024-05-03,920,pvc gri,baklava,90cm,1.0
2024-05-03,2024-05-10,130,italyan ceviz,karışık çizgi,90cm,2.0
2024-05-03,2024-05-10,160,italyan ceviz,iki göbek,90cm,7.0
2024-05-03,2024-05-10,260,koyu ceviz,iki göbek,90cm,2.0
2024-05-03,2024-05-10,330,gold ceviz,karışık çizgi,90cm,1.0
2024-05-03,2024-05-10,360,gold ceviz,iki göbek,90cm,2.0
2024-05-03,2024-05-10,520,wenge,baklava,90cm,1.0
2024-05-03,2024-05-10,560,wenge,iki göbek,90cm,2.0
2024-05-03,2024-05-10,620,bute beyaz,baklava,90cm,3.0
2024-05-03,2024-05-10,630,bute beyaz,karışık çizgi,90cm,2.0
2024-05-03,2024-05-10,660,bute beyaz,iki göbek,90cm,22.0
2024-05-03,2024-05-10,760,küp akça,iki göbek,90cm,14.0
2024-05-03,2024-05-10,830,ardahan gri,karışık çizgi,90cm,4.0
2024-05-03,2024-05-10,860,ardahan gri,iki göbek,90cm,2.0
2024-05-03,2024-05-10,960,pvc gri,iki göbek,90cm,4.0
2024-05-10,2024-05-17,110,italyan ceviz,madra,90cm,3.0
2024-05-10,2024-05-17,120,italyan ceviz,baklava,90cm,1.0
2024-05-10,2024-05-17,130,italyan ceviz,karışık çizgi,90cm,8.0
2024-05-10,2024-05-17,160,italyan ceviz,iki göbek,90cm,7.0
2024-05-10,2024-05-17,220,koyu ceviz,baklava,90cm,1.0
2024-05-10,2024-05-17,230,koyu ceviz,karışık çizgi,90cm,1.0
2024-05-10,2024-05-17,240,,,90cm,2.0
2024-05-10,2024-05-17,260,koyu ceviz,iki göbek,90cm,2.0
2024-05-10,2024-05-17,410,ABD ceviz,madra,90cm,2.0
2024-05-10,2024-05-17,430,ABD ceviz,karışık çizgi,90cm,3.0
2024-05-10,2024-05-17,520,wenge,baklava,90cm,1.0
2024-05-10,2024-05-17,610,bute beyaz,madra,90cm,6.0
2024-05-10,2024-05-17,620,bute beyaz,baklava,90cm,3.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,90cm,18.0
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,90cm,15.0
2024-05-10,2024-05-17,720,küp akça,baklava,90cm,2.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,90cm,2.0
2024-05-10,2024-05-17,760,küp akça,iki göbek,90cm,34.0
2024-05-10,2024-05-17,830,ardahan gri,karışık çizgi,90cm,21.0
2024-05-10,2024-05-17,860,ardahan gri,iki göbek,90cm,9.0
2024-05-10,2024-05-17,930,pvc gri,karışık çizgi,90cm,2.0
2024-05-10,2024-05-17,960,pvc gri,iki göbek,90cm,13.0
2024-05-17,2024-05-24,110,italyan ceviz,madra,90cm,9.0
2024-05-17,2024-05-24,120,italyan ceviz,baklava,90cm,3.0
2024-05-17,2024-05-24,160,italyan ceviz,iki göbek,90cm,3.0
2024-05-17,2024-05-24,220,koyu ceviz,baklava,90cm,3.0
2024-05-17,2024-05-24,410,ABD ceviz,madra,90cm,1.0
2024-05-17,2024-05-24,420,ABD ceviz,baklava,90cm,3.0
2024-05-17,2024-05-24,460,ABD ceviz,iki göbek,90cm,6.0
2024-05-17,2024-05-24,610,bute beyaz,madra,90cm,5.0
2024-05-17,2024-05-24,620,bute beyaz,baklava,90cm,2.0
2024-05-17,2024-05-24,630,bute beyaz,karışık çizgi,90cm,28.0
2024-05-17,2024-05-24,660,bute beyaz,iki göbek,90cm,48.0
2024-05-17,2024-05-24,760,küp akça,iki göbek,90cm,13.0
2024-05-17,2024-05-24,810,ardahan gri,madra,90cm,3.0
2024-05-17,2024-05-24,820,ardahan gri,baklava,90cm,1.0
2024-05-17,2024-05-24,830,ardahan gri,karışık çizgi,90cm,2.0
2024-05-17,2024-05-24,960,pvc gri,iki göbek,90cm,8.0
2024-05-24,2024-05-31,110,italyan ceviz,madra,90cm,5.0
2024-05-24,2024-05-31,120,italyan ceviz,baklava,90cm,1.0
2024-05-24,2024-05-31,130,italyan ceviz,karışık çizgi,90cm,5.0
2024-05-24,2024-05-31,160,italyan ceviz,iki göbek,90cm,16.0
2024-05-24,2024-05-31,260,koyu ceviz,iki göbek,90cm,1.0
2024-05-24,2024-05-31,430,ABD ceviz,karışık çizgi,90cm,2.0
2024-05-24,2024-05-31,460,ABD ceviz,iki göbek,90cm,1.0
2024-05-24,2024-05-31,520,wenge,baklava,90cm,3.0
2024-05-24,2024-05-31,540,,,90cm,3.0
2024-05-24,2024-05-31,560,wenge,iki göbek,90cm,6.0
2024-05-24,2024-05-31,610,bute beyaz,madra,90cm,7.0
2024-05-24,2024-05-31,630,bute beyaz,karışık çizgi,90cm,1.0
2024-05-24,2024-05-31,660,bute beyaz,iki göbek,90cm,28.0
2024-05-24,2024-05-31,720,küp akça,baklava,90cm,3.0
2024-05-24,2024-05-31,740,,,90cm,1.0
2024-05-24,2024-05-31,760,küp akça,iki göbek,90cm,7.0
2024-05-24,2024-05-31,810,ardahan gri,madra,90cm,9.0
2024-05-24,2024-05-31,820,ardahan gri,baklava,90cm,1.0
2024-05-24,2024-05-31,830,ardahan gri,karışık çizgi,90cm,11.0
2024-05-24,2024-05-31,960,pvc gri,iki göbek,90cm,1.0
2024-05-31,2024-06-07,110,italyan ceviz,madra,90cm,1.0
2024-05-31,2024-06-07,130,italyan ceviz,karışık çizgi,90cm,2.0
2024-05-31,2024-06-07,160,italyan ceviz,iki göbek,90cm,5.0
2024-05-31,2024-06-07,230,koyu ceviz,karışık çizgi,90cm,2.0
2024-05-31,2024-06-07,260,koyu ceviz,iki göbek,90cm,3.0
2024-05-31,2024-06-07,310,gold ceviz,madra,90cm,1.0
2024-05-31,2024-06-07,520,wenge,baklava,90cm,3.0
2024-05-31,2024-06-07,560,wenge,iki göbek,90cm,4.0
2024-05-31,2024-06-07,610,bute beyaz,madra,90cm,33.0
2024-05-31,2024-06-07,630,bute beyaz,karışık çizgi,90cm,4.0
2024-05-31,2024-06-07,660,bute beyaz,iki göbek,90cm,11.0
2024-05-31,2024-06-07,720,küp akça,baklava,90cm,11.0
2024-05-31,2024-06-07,760,küp akça,iki göbek,90cm,2.0
2024-05-31,2024-06-07,810,ardahan gri,madra,90cm,6.0
2024-05-31,2024-06-07,820,ardahan gri,baklava,90cm,6.0
2024-05-31,2024-06-07,830,ardahan gri,karışık çizgi,90cm,9.0
2024-05-31,2024-06-07,860,ardahan gri,iki göbek,90cm,6.0
2024-05-31,2024-06-07,930,pvc gri,karışık çizgi,90cm,1.0
2024-06-07,2024-06-14,110,italyan ceviz,madra,90cm,1.0
2024-06-07,2024-06-14,130,italyan ceviz,karışık çizgi,90cm,4.0
2024-06-07,2024-06-14,160,italyan ceviz,iki göbek,90cm,1.0
2024-06-07,2024-06-14,230,koyu ceviz,karışık çizgi,90cm,11.0
2024-06-07,2024-06-14,310,gold ceviz,madra,90cm,2.0
2024-06-07,2024-06-14,360,gold ceviz,iki göbek,90cm,1.0
2024-06-07,2024-06-14,410,ABD ceviz,madra,90cm,2.0
2024-06-07,2024-06-14,420,ABD ceviz,baklava,90cm,2.0
2024-06-07,2024-06-14,430,ABD ceviz,karışık çizgi,90cm,4.0
2024-06-07,2024-06-14,520,wenge,baklava,90cm,3.0
2024-06-07,2024-06-14,560,wenge,iki göbek,90cm,3.0
2024-06-07,2024-06-14,610,bute beyaz,madra,90cm,8.0
2024-06-07,2024-06-14,620,bute beyaz,baklava,90cm,1.0
2024-06-07,2024-06-14,630,bute beyaz,karışık çizgi,90cm,30.0
2024-06-07,2024-06-14,660,bute beyaz,iki göbek,90cm,86.0
2024-06-07,2024-06-14,720,küp akça,baklava,90cm,1.0
2024-06-07,2024-06-14,760,küp akça,iki göbek,90cm,12.0
2024-06-07,2024-06-14,810,ardahan gri,madra,90cm,1.0
2024-06-07,2024-06-14,830,ardahan gri,karışık çizgi,90cm,6.0
2024-06-07,2024-06-14,860,ardahan gri,iki göbek,90cm,23.0
2024-06-07,2024-06-14,930,pvc gri,karışık çizgi,90cm,1.0
2024-06-07,2024-06-14,960,pvc gri,iki göbek,90cm,7.0
2024-06-28,2024-07-05,110,italyan ceviz,madra,90cm,12.0
2024-06-28,2024-07-05,120,italyan ceviz,baklava,90cm,1.0
2024-06-28,2024-07-05,130,italyan ceviz,karışık çizgi,90cm,25.0
2024-06-28,2024-07-05,140,,,90cm,1.0
2024-06-28,2024-07-05,160,italyan ceviz,iki göbek,90cm,17.0
2024-06-28,2024-07-05,260,koyu ceviz,iki göbek,90cm,7.0
2024-06-28,2024-07-05,310,gold ceviz,madra,90cm,2.0
2024-06-28,2024-07-05,320,gold ceviz,baklava,90cm,2.0
2024-06-28,2024-07-05,420,ABD ceviz,baklava,90cm,12.0
2024-06-28,2024-07-05,430,ABD ceviz,karışık çizgi,90cm,2.0
2024-06-28,2024-07-05,460,ABD ceviz,iki göbek,90cm,1.0
2024-06-28,2024-07-05,530,wenge,karışık çizgi,90cm,5.0
2024-06-28,2024-07-05,560,wenge,iki göbek,90cm,3.0
2024-06-28,2024-07-05,610,bute beyaz,madra,90cm,4.0
2024-06-28,2024-07-05,620,bute beyaz,baklava,90cm,9.0
2024-06-28,2024-07-05,630,bute beyaz,karışık çizgi,90cm,22.0
2024-06-28,2024-07-05,660,bute beyaz,iki göbek,90cm,36.0
2024-06-28,2024-07-05,720,küp akça,baklava,90cm,8.0
2024-06-28,2024-07-05,760,küp akça,iki göbek,90cm,3.0
2024-06-28,2024-07-05,820,ardahan gri,baklava,90cm,5.0
2024-06-28,2024-07-05,830,ardahan gri,karışık çizgi,90cm,7.0
2024-06-28,2024-07-05,860,ardahan gri,iki göbek,90cm,8.0
2024-06-28,2024-07-05,930,pvc gri,karışık çizgi,90cm,2.0
2024-06-28,2024-07-05,960,pvc gri,iki göbek,90cm,7.0
2024-07-05,2024-07-12,110,italyan ceviz,madra,90cm,8.0
2024-07-05,2024-07-12,130,italyan ceviz,karışık çizgi,90cm,8.0
2024-07-05,2024-07-12,220,koyu ceviz,baklava,90cm,1.0
